user_id,date,logon_count,failed_login_count,external_ip_count,late_night_login_count,file_access_count,total_file_size,avg_file_size,max_file_size,sensitive_folder_access_count,usb_copy_count,email_count,total_email_size,avg_email_size,email_with_attachment_count,external_email_count,web_visit_count,suspicious_domain_count,usb_connect_count,total_bytes_out,avg_bytes_out,max_bytes_out,total_bytes_in,avg_bytes_in,large_upload_count,lateral_movement_count,process_count,scripting_tool_count,high_integrity_count,employee_name,username,department,role,O,C,E,A,N,day_of_week,is_weekend
U0000,2025-01-15,2.0,0.0,0.0,0.0,9.0,1046171.0,116241.22222222222,179073.0,0.0,0.0,8.0,466131.0,58266.375,3.0,0.0,17.0,0.0,0.0,656067.0,29821.227272727272,49598.0,1381041.0,62774.59090909091,0.0,0.0,12.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,2,0
U0000,2025-01-16,2.0,0.0,0.0,0.0,7.0,709914.0,101416.28571428571,196163.0,0.0,0.0,9.0,636650.0,70738.88888888889,1.0,0.0,12.0,0.0,0.0,555072.0,27753.6,49752.0,1214932.0,60746.6,0.0,0.0,15.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,3,0
U0000,2025-01-17,2.0,0.0,0.0,0.0,9.0,1197806.0,133089.55555555556,198044.0,0.0,0.0,9.0,726516.0,80724.0,2.0,0.0,14.0,0.0,0.0,728089.0,28003.423076923078,59068.0,1553092.0,59734.307692307695,0.0,0.0,8.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,4,0
U0000,2025-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,5,1
U0000,2025-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,6,1
U0000,2025-01-20,2.0,0.0,0.0,0.0,8.0,617328.0,77166.0,167115.0,0.0,0.0,7.0,533040.0,76148.57142857143,1.0,0.0,15.0,0.0,0.0,309718.0,18218.70588235294,43560.0,849208.0,49953.41176470588,0.0,0.0,9.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,0,0
U0000,2025-01-21,2.0,0.0,0.0,0.0,8.0,704935.0,88116.875,177309.0,0.0,0.0,7.0,460986.0,65855.14285714286,2.0,0.0,16.0,0.0,0.0,400626.0,23566.235294117647,49378.0,822459.0,48379.94117647059,0.0,0.0,9.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,1,0
U0000,2025-01-22,2.0,0.0,0.0,0.0,7.0,804526.0,114932.28571428571,181769.0,0.0,0.0,9.0,717014.0,79668.22222222222,3.0,0.0,16.0,0.0,0.0,666484.0,25634.0,47526.0,1584724.0,60950.92307692308,0.0,0.0,10.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,2,0
U0000,2025-01-23,2.0,0.0,0.0,0.0,9.0,739743.0,82193.66666666667,151378.0,0.0,0.0,8.0,545846.0,68230.75,2.0,0.0,12.0,0.0,0.0,805405.0,28764.464285714286,49393.0,1687559.0,60269.96428571428,0.0,0.0,11.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,3,0
U0000,2025-01-24,2.0,0.0,0.0,0.0,7.0,838864.0,119837.71428571429,141205.0,0.0,0.0,8.0,619904.0,77488.0,1.0,0.0,12.0,0.0,0.0,589336.0,22666.76923076923,49411.0,1510679.0,58103.03846153846,0.0,0.0,14.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,4,0
U0000,2025-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,5,1
U0000,2025-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,6,1
U0000,2025-01-27,2.0,0.0,0.0,0.0,7.0,831134.0,118733.42857142857,184868.0,0.0,0.0,9.0,499361.0,55484.555555555555,1.0,0.0,15.0,0.0,0.0,569600.0,29978.947368421053,55498.0,1051299.0,55331.52631578947,0.0,0.0,8.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,0,0
U0000,2025-01-28,2.0,0.0,0.0,0.0,8.0,670580.0,83822.5,152649.0,0.0,0.0,8.0,517372.0,64671.5,4.0,0.0,14.0,0.0,0.0,684050.0,26309.615384615383,47524.0,1189529.0,45751.11538461538,0.0,0.0,11.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,1,0
U0000,2025-01-29,2.0,0.0,0.0,0.0,7.0,712195.0,101742.14285714286,176470.0,0.0,0.0,9.0,623308.0,69256.44444444444,4.0,0.0,13.0,0.0,0.0,525771.0,23898.68181818182,47827.0,1335295.0,60695.22727272727,0.0,0.0,14.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,2,0
U0000,2025-01-30,2.0,0.0,0.0,0.0,10.0,1160723.0,116072.3,198001.0,0.0,0.0,8.0,496713.0,62089.125,4.0,0.0,17.0,0.0,0.0,544758.0,23685.130434782608,52431.0,1145099.0,49786.913043478264,0.0,0.0,13.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,3,0
U0000,2025-01-31,2.0,0.0,0.0,0.0,7.0,696412.0,99487.42857142857,165025.0,0.0,0.0,8.0,475230.0,59403.75,3.0,0.0,14.0,0.0,0.0,406796.0,27119.733333333334,48014.0,782714.0,52180.933333333334,0.0,0.0,8.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,4,0
U0000,2025-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,5,1
U0000,2025-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,6,1
U0000,2025-02-03,2.0,0.0,0.0,0.0,10.0,1067884.0,106788.4,193746.0,0.0,0.0,7.0,589748.0,84249.71428571429,1.0,0.0,16.0,0.0,0.0,747513.0,31146.375,53527.0,1224783.0,51032.625,0.0,0.0,13.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,0,0
U0000,2025-02-04,2.0,0.0,0.0,0.0,8.0,487449.0,60931.125,108308.0,0.0,0.0,7.0,809118.0,115588.28571428571,2.0,0.0,17.0,0.0,0.0,430084.0,28672.266666666666,55148.0,915553.0,61036.86666666667,0.0,0.0,8.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,1,0
U0000,2025-02-05,2.0,0.0,0.0,0.0,8.0,738322.0,92290.25,166599.0,0.0,0.0,8.0,421879.0,52734.875,2.0,0.0,13.0,0.0,0.0,489641.0,27202.277777777777,57918.0,652871.0,36270.61111111111,0.0,0.0,14.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,2,0
U0000,2025-02-06,2.0,0.0,0.0,0.0,10.0,697220.0,69722.0,179991.0,0.0,0.0,9.0,625444.0,69493.77777777778,3.0,0.0,14.0,0.0,0.0,498683.0,27704.61111111111,50686.0,1056272.0,58681.77777777778,0.0,0.0,14.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,3,0
U0000,2025-02-07,2.0,0.0,0.0,0.0,7.0,680981.0,97283.0,198371.0,0.0,0.0,9.0,726347.0,80705.22222222222,3.0,0.0,15.0,0.0,0.0,577911.0,26268.68181818182,42729.0,1175572.0,53435.09090909091,0.0,0.0,13.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,4,0
U0000,2025-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,5,1
U0000,2025-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,6,1
U0000,2025-02-10,2.0,0.0,0.0,0.0,9.0,788672.0,87630.22222222222,178206.0,0.0,0.0,7.0,561499.0,80214.14285714286,1.0,0.0,17.0,0.0,0.0,522290.0,24870.95238095238,45190.0,1142240.0,54392.380952380954,0.0,0.0,13.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,0,0
U0000,2025-02-11,2.0,0.0,0.0,0.0,9.0,918259.0,102028.77777777778,186970.0,0.0,0.0,9.0,744199.0,82688.77777777778,4.0,0.0,12.0,0.0,0.0,720024.0,27693.23076923077,50451.0,1424386.0,54784.07692307692,0.0,0.0,15.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,1,0
U0000,2025-02-12,2.0,0.0,0.0,0.0,7.0,784853.0,112121.85714285714,197384.0,0.0,0.0,8.0,587498.0,73437.25,2.0,0.0,14.0,0.0,0.0,738891.0,26388.964285714286,48994.0,1412707.0,50453.82142857143,0.0,0.0,10.0,0.0,0.0,Allison Hill,allison.hill,HR,Employee,3.19,3.06,4.21,4.19,4.18,2,0
